codigo,nombre,tipo,mov,EMCR,EVR,Dif_EVR,Factor_EVR
5175,"Oso, El",Internas,Inmigraciones,6,8,-25.0,1.333
5176,Padiernos,Internas,Inmigraciones,22,26,-15.4,1.182
5177,Pajares de Adaja,Internas,Inmigraciones,0,0,0.0,1.000
5178,Palacios de Goda,Internas,Inmigraciones,13,13,0.0,1.000
5179,Papatrigo,Internas,Inmigraciones,5,5,0.0,1.000
5180,"Parral, El",Internas,Inmigraciones,0,0,0.0,1.000
5181,Pascualcobo,Internas,Inmigraciones,6,6,0.0,1.000
5182,Pedro Bernardo,Internas,Inmigraciones,66,70,-5.7,1.061
5183,Pedro-Rodríguez,Internas,Inmigraciones,10,10,0.0,1.000
5184,Peguerinos,Internas,Inmigraciones,30,29,3.4,0.967
5185,Peñalba de Ávila,Internas,Inmigraciones,5,5,0.0,1.000
5186,Piedrahíta,Internas,Inmigraciones,62,65,-4.6,1.048
5187,Piedralaves,Internas,Inmigraciones,138,139,-0.7,1.007
5188,Poveda,Internas,Inmigraciones,7,8,-12.5,1.143
5189,Poyales del Hoyo,Internas,Inmigraciones,31,31,0.0,1.000
5190,Pozanco,Internas,Inmigraciones,0,0,0.0,1.000
5191,Pradosegar,Internas,Inmigraciones,7,7,0.0,1.000
5192,Puerto Castilla,Internas,Inmigraciones,3,3,0.0,1.000
5193,Rasueros,Internas,Inmigraciones,4,4,0.0,1.000
5194,Riocabado,Internas,Inmigraciones,4,4,0.0,1.000
5195,Riofrío,Internas,Inmigraciones,2,2,0.0,1.000
5196,Rivilla de Barajas,Internas,Inmigraciones,1,3,-66.7,3.000
5197,Salobral,Internas,Inmigraciones,2,2,0.0,1.000
5198,Salvadiós,Internas,Inmigraciones,2,1,100.0,0.500
5199,San Bartolomé de Béjar,Internas,Inmigraciones,8,7,14.3,0.875
5200,San Bartolomé de Corneja,Internas,Inmigraciones,1,1,0.0,1.000
5201,San Bartolomé de Pinares,Internas,Inmigraciones,10,10,0.0,1.000
5204,Sanchidrián,Internas,Inmigraciones,40,40,0.0,1.000
5205,Sanchorreja,Internas,Inmigraciones,0,0,0.0,1.000
5206,San Esteban de los Patos,Internas,Inmigraciones,0,0,0.0,1.000
5207,San Esteban del Valle,Internas,Inmigraciones,44,43,2.3,0.977
5208,San Esteban de Zapardiel,Internas,Inmigraciones,2,2,0.0,1.000
5209,San García de Ingelmos,Internas,Inmigraciones,2,2,0.0,1.000
5210,San Juan de la Encinilla,Internas,Inmigraciones,2,2,0.0,1.000
5211,San Juan de la Nava,Internas,Inmigraciones,10,10,0.0,1.000
5212,San Juan del Molinillo,Internas,Inmigraciones,0,0,0.0,1.000
5213,San Juan del Olmo,Internas,Inmigraciones,5,5,0.0,1.000
5214,San Lorenzo de Tormes,Internas,Inmigraciones,6,6,0.0,1.000
5215,San Martín de la Vega del Alberche,Internas,Inmigraciones,6,6,0.0,1.000
5216,San Martín del Pimpollar,Internas,Inmigraciones,15,5,200.0,0.333
5217,San Miguel de Corneja,Internas,Inmigraciones,5,5,0.0,1.000
5218,San Miguel de Serrezuela,Internas,Inmigraciones,1,1,0.0,1.000
5219,San Pascual,Internas,Inmigraciones,1,1,0.0,1.000
5220,San Pedro del Arroyo,Internas,Inmigraciones,37,37,0.0,1.000
5221,Santa Cruz del Valle,Internas,Inmigraciones,23,24,-4.2,1.043
5222,Santa Cruz de Pinares,Internas,Inmigraciones,3,3,0.0,1.000
5224,Santa María del Arroyo,Internas,Inmigraciones,2,2,0.0,1.000
5225,Santa María del Berrocal,Internas,Inmigraciones,21,24,-12.5,1.143
5226,Santa María de los Caballeros,Internas,Inmigraciones,1,1,0.0,1.000
5227,Santa María del Tiétar,Internas,Inmigraciones,56,55,1.8,0.982
5228,Santiago del Collado,Internas,Inmigraciones,10,11,-9.1,1.100
5229,Santo Domingo de las Posadas,Internas,Inmigraciones,2,2,0.0,1.000
5230,Santo Tomé de Zabarcos,Internas,Inmigraciones,5,5,0.0,1.000
5231,San Vicente de Arévalo,Internas,Inmigraciones,2,2,0.0,1.000
5232,"Serrada, La",Internas,Inmigraciones,7,7,0.0,1.000
5233,Serranillos,Internas,Inmigraciones,9,7,28.6,0.778
5234,Sigeres,Internas,Inmigraciones,3,3,0.0,1.000
5235,Sinlabajos,Internas,Inmigraciones,18,18,0.0,1.000
5236,Solana de Ávila,Internas,Inmigraciones,15,16,-6.3,1.067
5237,Solana de Rioalmar,Internas,Inmigraciones,4,4,0.0,1.000
5238,Solosancho,Internas,Inmigraciones,24,22,9.1,0.917
5239,Sotalbo,Internas,Inmigraciones,11,9,22.2,0.818
5240,Sotillo de la Adrada,Internas,Inmigraciones,274,273,0.4,0.996
5241,"Tiemblo, El",Internas,Inmigraciones,277,280,-1.1,1.011
5242,Tiñosillos,Internas,Inmigraciones,18,18,0.0,1.000
5243,Tolbaños,Internas,Inmigraciones,13,12,8.3,0.923
5244,Tormellas,Internas,Inmigraciones,0,0,0.0,1.000
5245,Tornadizos de Ávila,Internas,Inmigraciones,32,32,0.0,1.000
5246,Tórtoles,Internas,Inmigraciones,0,0,0.0,1.000
5247,"Torre, La",Internas,Inmigraciones,20,20,0.0,1.000
5249,Umbrías,Internas,Inmigraciones,4,4,0.0,1.000
5251,Vadillo de la Sierra,Internas,Inmigraciones,2,2,0.0,1.000
5252,Valdecasa,Internas,Inmigraciones,1,1,0.0,1.000
5253,Vega de Santa María,Internas,Inmigraciones,6,6,0.0,1.000
5254,Velayos,Internas,Inmigraciones,16,16,0.0,1.000
5256,Villaflor,Internas,Inmigraciones,3,3,0.0,1.000
5257,Villafranca de la Sierra,Internas,Inmigraciones,8,7,14.3,0.875
5258,Villanueva de Gómez,Internas,Inmigraciones,5,5,0.0,1.000
5259,Villanueva del Aceral,Internas,Inmigraciones,6,6,0.0,1.000
5260,Villanueva del Campillo,Internas,Inmigraciones,4,4,0.0,1.000
5261,Villar de Corneja,Internas,Inmigraciones,3,3,0.0,1.000
5262,Villarejo del Valle,Internas,Inmigraciones,13,11,18.2,0.846
5263,Villatoro,Internas,Inmigraciones,6,6,0.0,1.000
5264,Viñegra de Moraña,Internas,Inmigraciones,0,0,0.0,1.000
5265,Vita,Internas,Inmigraciones,5,5,0.0,1.000
5266,Zapardiel de la Cañada,Internas,Inmigraciones,8,8,0.0,1.000
5267,Zapardiel de la Ribera,Internas,Inmigraciones,3,1,200.0,0.333
5901,San Juan de Gredos,Internas,Inmigraciones,7,7,0.0,1.000
5902,Santa María del Cubillo,Internas,Inmigraciones,5,6,-16.7,1.200
5903,Diego del Carpio,Internas,Inmigraciones,9,8,12.5,0.889
5904,Santiago del Tormes,Internas,Inmigraciones,7,7,0.0,1.000
5905,Villanueva de Ávila,Internas,Inmigraciones,44,37,18.9,0.841
6001,Acedera,Internas,Inmigraciones,23,25,-8.0,1.087
6002,Aceuchal,Internas,Inmigraciones,94,94,0.0,1.000
6003,Ahillones,Internas,Inmigraciones,18,18,0.0,1.000
6004,Alange,Internas,Inmigraciones,46,44,4.5,0.957
6005,"Albuera, La",Internas,Inmigraciones,86,92,-6.5,1.070
6006,Alburquerque,Internas,Inmigraciones,83,86,-3.5,1.036
6007,Alconchel,Internas,Inmigraciones,43,40,7.5,0.930
6008,Alconera,Internas,Inmigraciones,29,28,3.6,0.966
6009,Aljucén,Internas,Inmigraciones,19,19,0.0,1.000
6010,Almendral,Internas,Inmigraciones,24,23,4.3,0.958
6011,Almendralejo,Internas,Inmigraciones,700,710,-1.4,1.014
6012,Arroyo de San Serván,Internas,Inmigraciones,98,101,-3.0,1.031
6013,Atalaya,Internas,Inmigraciones,3,3,0.0,1.000
6014,Azuaga,Internas,Inmigraciones,153,156,-1.9,1.020
6015,Badajoz,Internas,Inmigraciones,2582,2611,-1.1,1.011
6016,Barcarrota,Internas,Inmigraciones,60,57,5.3,0.950
6017,Baterno,Internas,Inmigraciones,5,5,0.0,1.000
6018,Benquerencia de la Serena,Internas,Inmigraciones,39,39,0.0,1.000
6019,Berlanga,Internas,Inmigraciones,31,31,0.0,1.000
6020,Bienvenida,Internas,Inmigraciones,36,37,-2.7,1.028
6021,Bodonal de la Sierra,Internas,Inmigraciones,16,17,-5.9,1.063
6022,Burguillos del Cerro,Internas,Inmigraciones,51,54,-5.6,1.059
6023,Cabeza del Buey,Internas,Inmigraciones,100,101,-1.0,1.010
6024,Cabeza la Vaca,Internas,Inmigraciones,38,38,0.0,1.000
6025,Calamonte,Internas,Inmigraciones,79,83,-4.8,1.051
6026,Calera de León,Internas,Inmigraciones,13,14,-7.1,1.077
6027,Calzadilla de los Barros,Internas,Inmigraciones,21,22,-4.5,1.048
6028,Campanario,Internas,Inmigraciones,78,76,2.6,0.974
6029,Campillo de Llerena,Internas,Inmigraciones,18,18,0.0,1.000
6030,Capilla,Internas,Inmigraciones,3,2,50.0,0.667
6031,Carmonita,Internas,Inmigraciones,11,11,0.0,1.000
6032,"Carrascalejo, El",Internas,Inmigraciones,3,3,0.0,1.000
6033,Casas de Don Pedro,Internas,Inmigraciones,58,59,-1.7,1.017
6034,Casas de Reina,Internas,Inmigraciones,15,15,0.0,1.000
6035,Castilblanco,Internas,Inmigraciones,24,25,-4.0,1.042
6036,Castuera,Internas,Inmigraciones,135,134,0.7,0.993
6037,"Codosera, La",Internas,Inmigraciones,44,45,-2.2,1.023
6038,Cordobilla de Lácara,Internas,Inmigraciones,15,16,-6.3,1.067
6039,"Coronada, La",Internas,Inmigraciones,33,33,0.0,1.000
6040,Corte de Peleas,Internas,Inmigraciones,24,24,0.0,1.000
6041,Cristina,Internas,Inmigraciones,16,17,-5.9,1.063
6042,Cheles,Internas,Inmigraciones,28,28,0.0,1.000
6043,Don Álvaro,Internas,Inmigraciones,50,50,0.0,1.000
6044,Don Benito,Internas,Inmigraciones,839,835,0.5,0.995
6045,Entrín Bajo,Internas,Inmigraciones,21,25,-16.0,1.190
6046,Esparragalejo,Internas,Inmigraciones,42,42,0.0,1.000
6047,Esparragosa de la Serena,Internas,Inmigraciones,13,13,0.0,1.000
6048,Esparragosa de Lares,Internas,Inmigraciones,16,14,14.3,0.875
6049,Feria,Internas,Inmigraciones,17,19,-10.5,1.118
6050,Fregenal de la Sierra,Internas,Inmigraciones,84,86,-2.3,1.024
6051,Fuenlabrada de los Montes,Internas,Inmigraciones,42,39,7.7,0.929
6052,Fuente de Cantos,Internas,Inmigraciones,106,106,0.0,1.000
6053,Fuente del Arco,Internas,Inmigraciones,16,16,0.0,1.000
6054,Fuente del Maestre,Internas,Inmigraciones,72,71,1.4,0.986
6055,Fuentes de León,Internas,Inmigraciones,29,29,0.0,1.000
6056,Garbayuela,Internas,Inmigraciones,15,14,7.1,0.933
6057,Garlitos,Internas,Inmigraciones,15,13,15.4,0.867
6058,"Garrovilla, La",Internas,Inmigraciones,62,61,1.6,0.984
6059,Granja de Torrehermosa,Internas,Inmigraciones,36,43,-16.3,1.194
6060,Guareña,Internas,Inmigraciones,158,155,1.9,0.981
6061,"Haba, La",Internas,Inmigraciones,35,35,0.0,1.000
6062,Helechosa de los Montes,Internas,Inmigraciones,23,21,9.5,0.913
6063,Herrera del Duque,Internas,Inmigraciones,118,119,-0.8,1.008
6064,Higuera de la Serena,Internas,Inmigraciones,26,26,0.0,1.000
6065,Higuera de Llerena,Internas,Inmigraciones,18,18,0.0,1.000
6066,Higuera de Vargas,Internas,Inmigraciones,40,39,2.6,0.975
6067,Higuera la Real,Internas,Inmigraciones,60,59,1.7,0.983
6068,Hinojosa del Valle,Internas,Inmigraciones,11,11,0.0,1.000
6069,Hornachos,Internas,Inmigraciones,62,63,-1.6,1.016
6070,Jerez de los Caballeros,Internas,Inmigraciones,157,159,-1.3,1.013
6071,"Lapa, La",Internas,Inmigraciones,17,16,6.3,0.941
6072,Lobón,Internas,Inmigraciones,69,69,0.0,1.000
6073,Llera,Internas,Inmigraciones,12,13,-7.7,1.083
6074,Llerena,Internas,Inmigraciones,135,136,-0.7,1.007
6075,Magacela,Internas,Inmigraciones,18,16,12.5,0.889
6076,Maguilla,Internas,Inmigraciones,33,34,-2.9,1.030
6077,Malcocinado,Internas,Inmigraciones,12,12,0.0,1.000
6078,Malpartida de la Serena,Internas,Inmigraciones,6,7,-14.3,1.167
6079,Manchita,Internas,Inmigraciones,10,11,-9.1,1.100
6080,Medellín,Internas,Inmigraciones,46,47,-2.1,1.022
6081,Medina de las Torres,Internas,Inmigraciones,29,30,-3.3,1.034
6082,Mengabril,Internas,Inmigraciones,10,10,0.0,1.000
6083,Mérida,Internas,Inmigraciones,1417,1415,0.1,0.999
6084,Mirandilla,Internas,Inmigraciones,29,26,11.5,0.897
6085,Monesterio,Internas,Inmigraciones,128,121,5.8,0.945
6086,Montemolín,Internas,Inmigraciones,18,18,0.0,1.000
6087,Monterrubio de la Serena,Internas,Inmigraciones,45,45,0.0,1.000
6088,Montijo,Internas,Inmigraciones,335,340,-1.5,1.015
6089,"Morera, La",Internas,Inmigraciones,5,5,0.0,1.000
6090,"Nava de Santiago, La",Internas,Inmigraciones,21,23,-8.7,1.095
6091,Navalvillar de Pela,Internas,Inmigraciones,111,108,2.8,0.973
6092,Nogales,Internas,Inmigraciones,6,7,-14.3,1.167
6093,Oliva de la Frontera,Internas,Inmigraciones,71,73,-2.7,1.028
6094,Oliva de Mérida,Internas,Inmigraciones,24,24,0.0,1.000
6095,Olivenza,Internas,Inmigraciones,249,251,-0.8,1.008
6096,Orellana de la Sierra,Internas,Inmigraciones,21,21,0.0,1.000
6097,Orellana la Vieja,Internas,Inmigraciones,78,75,4.0,0.962
6098,Palomas,Internas,Inmigraciones,14,14,0.0,1.000
6099,"Parra, La",Internas,Inmigraciones,9,7,28.6,0.778
6100,Peñalsordo,Internas,Inmigraciones,26,23,13.0,0.885
6101,Peraleda del Zaucejo,Internas,Inmigraciones,24,24,0.0,1.000
6102,Puebla de Alcocer,Internas,Inmigraciones,35,35,0.0,1.000
6103,Puebla de la Calzada,Internas,Inmigraciones,146,145,0.7,0.993
6104,Puebla de la Reina,Internas,Inmigraciones,15,16,-6.3,1.067
6105,Puebla del Maestre,Internas,Inmigraciones,28,28,0.0,1.000
6106,Puebla del Prior,Internas,Inmigraciones,6,7,-14.3,1.167
6107,Puebla de Obando,Internas,Inmigraciones,46,44,4.5,0.957
6108,Puebla de Sancho Pérez,Internas,Inmigraciones,71,72,-1.4,1.014
6109,Quintana de la Serena,Internas,Inmigraciones,75,76,-1.3,1.013
6110,Reina,Internas,Inmigraciones,9,9,0.0,1.000
6111,Rena,Internas,Inmigraciones,11,10,10.0,0.909
6112,Retamal de Llerena,Internas,Inmigraciones,15,15,0.0,1.000
6113,Ribera del Fresno,Internas,Inmigraciones,53,51,3.9,0.962
6114,Risco,Internas,Inmigraciones,9,8,12.5,0.889
6115,"Roca de la Sierra, La",Internas,Inmigraciones,48,51,-5.9,1.063
6116,Salvaleón,Internas,Inmigraciones,52,52,0.0,1.000
6117,Salvatierra de los Barros,Internas,Inmigraciones,20,20,0.0,1.000
6118,Sancti-Spíritus,Internas,Inmigraciones,23,16,43.8,0.696
6119,San Pedro de Mérida,Internas,Inmigraciones,34,33,3.0,0.971
6120,Santa Amalia,Internas,Inmigraciones,93,92,1.1,0.989
6121,Santa Marta,Internas,Inmigraciones,89,88,1.1,0.989
6122,"Santos de Maimona, Los",Internas,Inmigraciones,163,163,0.0,1.000
6123,San Vicente de Alcántara,Internas,Inmigraciones,125,125,0.0,1.000
6124,Segura de León,Internas,Inmigraciones,39,39,0.0,1.000
6125,Siruela,Internas,Inmigraciones,55,55,0.0,1.000
6126,Solana de los Barros,Internas,Inmigraciones,63,65,-3.1,1.032
6127,Talarrubias,Internas,Inmigraciones,73,72,1.4,0.986
6128,Talavera la Real,Internas,Inmigraciones,166,166,0.0,1.000
6129,Táliga,Internas,Inmigraciones,14,15,-6.7,1.071
6130,Tamurejo,Internas,Inmigraciones,4,4,0.0,1.000
6131,Torre de Miguel Sesmero,Internas,Inmigraciones,34,33,3.0,0.971
6132,Torremayor,Internas,Inmigraciones,54,52,3.8,0.963
6133,Torremejía,Internas,Inmigraciones,44,42,4.8,0.955
6134,Trasierra,Internas,Inmigraciones,10,10,0.0,1.000
6135,Trujillanos,Internas,Inmigraciones,67,68,-1.5,1.015
6136,Usagre,Internas,Inmigraciones,44,43,2.3,0.977
6137,Valdecaballeros,Internas,Inmigraciones,48,45,6.7,0.938
6138,Valdetorres,Internas,Inmigraciones,40,38,5.3,0.950
6139,Valencia de las Torres,Internas,Inmigraciones,13,13,0.0,1.000
6140,Valencia del Mombuey,Internas,Inmigraciones,15,15,0.0,1.000
6141,Valencia del Ventoso,Internas,Inmigraciones,34,35,-2.9,1.029
6142,Valverde de Burguillos,Internas,Inmigraciones,10,10,0.0,1.000
6143,Valverde de Leganés,Internas,Inmigraciones,73,74,-1.4,1.014
6144,Valverde de Llerena,Internas,Inmigraciones,14,14,0.0,1.000
6145,Valverde de Mérida,Internas,Inmigraciones,23,24,-4.2,1.043
6146,Valle de la Serena,Internas,Inmigraciones,24,24,0.0,1.000
6147,Valle de Matamoros,Internas,Inmigraciones,3,3,0.0,1.000
6148,Valle de Santa Ana,Internas,Inmigraciones,15,16,-6.3,1.067
6149,Villafranca de los Barros,Internas,Inmigraciones,198,208,-4.8,1.051
6150,Villagarcía de la Torre,Internas,Inmigraciones,24,25,-4.0,1.042
6151,Villagonzalo,Internas,Inmigraciones,25,25,0.0,1.000
6152,Villalba de los Barros,Internas,Inmigraciones,17,18,-5.6,1.059
6153,Villanueva de la Serena,Internas,Inmigraciones,612,611,0.2,0.998
6154,Villanueva del Fresno,Internas,Inmigraciones,85,82,3.7,0.965
6155,Villar del Rey,Internas,Inmigraciones,62,62,0.0,1.000
6156,Villar de Rena,Internas,Inmigraciones,40,43,-7.0,1.075
6157,Villarta de los Montes,Internas,Inmigraciones,15,16,-6.3,1.067
6158,Zafra,Internas,Inmigraciones,423,425,-0.5,1.005
6159,Zahínos,Internas,Inmigraciones,31,31,0.0,1.000
6160,Zalamea de la Serena,Internas,Inmigraciones,84,85,-1.2,1.012
6161,Zarza-Capilla,Internas,Inmigraciones,14,14,0.0,1.000
6162,"Zarza, La",Internas,Inmigraciones,79,75,5.3,0.949
6901,Valdelacalzada,Internas,Inmigraciones,53,54,-1.9,1.019
6902,Pueblonuevo del Guadiana,Internas,Inmigraciones,28,28,0.0,1.000
6903,Guadiana,Internas,Inmigraciones,31,34,-8.8,1.097
7001,Alaró,Internas,Inmigraciones,266,268,-0.7,1.008
7002,Alaior,Internas,Inmigraciones,520,517,0.6,0.994
7003,Alcúdia,Internas,Inmigraciones,1083,1086,-0.3,1.003
7004,Algaida,Internas,Inmigraciones,374,377,-0.8,1.008
7005,Andratx,Internas,Inmigraciones,505,512,-1.4,1.014
7006,Artà,Internas,Inmigraciones,363,360,0.8,0.992
7007,Banyalbufar,Internas,Inmigraciones,46,47,-2.1,1.022
7008,Binissalem,Internas,Inmigraciones,459,468,-1.9,1.020
7009,Búger,Internas,Inmigraciones,76,77,-1.3,1.013
7010,Bunyola,Internas,Inmigraciones,352,355,-0.8,1.009
7011,Calvià,Internas,Inmigraciones,2410,2390,0.8,0.992
7012,Campanet,Internas,Inmigraciones,150,151,-0.7,1.007
7013,Campos,Internas,Inmigraciones,631,632,-0.2,1.002
7014,Capdepera,Internas,Inmigraciones,535,530,0.9,0.991
7015,Ciutadella de Menorca,Internas,Inmigraciones,1132,1149,-1.5,1.015
7016,Consell,Internas,Inmigraciones,227,232,-2.2,1.022
7017,Costitx,Internas,Inmigraciones,118,119,-0.8,1.008
7018,Deià,Internas,Inmigraciones,30,32,-6.3,1.067
7019,Escorca,Internas,Inmigraciones,14,15,-6.7,1.071
7020,Esporles,Internas,Inmigraciones,262,253,3.6,0.966
7021,Estellencs,Internas,Inmigraciones,29,29,0.0,1.000
7022,Felanitx,Internas,Inmigraciones,668,662,0.9,0.991
7023,Ferreries,Internas,Inmigraciones,236,230,2.6,0.975
7024,Formentera,Internas,Inmigraciones,471,479,-1.7,1.017
7025,Fornalutx,Internas,Inmigraciones,44,41,7.3,0.932
7026,Eivissa,Internas,Inmigraciones,2815,2860,-1.6,1.016
7027,Inca,Internas,Inmigraciones,1886,1898,-0.6,1.006
7028,Lloret de Vistalegre,Internas,Inmigraciones,101,102,-1.0,1.010
7029,Lloseta,Internas,Inmigraciones,366,367,-0.3,1.003
7030,Llubí,Internas,Inmigraciones,103,101,2.0,0.981
7031,Llucmajor,Internas,Inmigraciones,2367,2374,-0.3,1.003
7032,Maó,Internas,Inmigraciones,1470,1485,-1.0,1.010
7033,Manacor,Internas,Inmigraciones,1720,1698,1.3,0.987
7034,Mancor de la Vall,Internas,Inmigraciones,104,104,0.0,1.000
7035,Maria de la Salut,Internas,Inmigraciones,128,128,0.0,1.000
7036,Marratxí,Internas,Inmigraciones,2087,2103,-0.8,1.008
7037,"Mercadal, Es",Internas,Inmigraciones,629,632,-0.5,1.005
7038,Montuïri,Internas,Inmigraciones,180,178,1.1,0.989
7039,Muro,Internas,Inmigraciones,444,447,-0.7,1.007
7040,Palma,Internas,Inmigraciones,12349,12376,-0.2,1.002
7041,Petra,Internas,Inmigraciones,142,138,2.9,0.972
7042,Pollença,Internas,Inmigraciones,501,514,-2.5,1.026
7043,Porreres,Internas,Inmigraciones,217,222,-2.3,1.023
7044,"Pobla, Sa",Internas,Inmigraciones,597,597,0.0,1.000
7045,Puigpunyent,Internas,Inmigraciones,89,93,-4.3,1.045
7046,Sant Antoni de Portmany,Internas,Inmigraciones,1557,1568,-0.7,1.007
7047,Sencelles,Internas,Inmigraciones,272,279,-2.5,1.026
7048,Sant Josep de sa Talaia,Internas,Inmigraciones,1876,1945,-3.5,1.037
7049,Sant Joan,Internas,Inmigraciones,138,138,0.0,1.000
7050,Sant Joan de Labritja,Internas,Inmigraciones,377,380,-0.8,1.008
7051,Sant Llorenç des Cardassar,Internas,Inmigraciones,498,504,-1.2,1.012
7052,Sant Lluís,Internas,Inmigraciones,544,548,-0.7,1.007
7053,Santa Eugènia,Internas,Inmigraciones,110,115,-4.3,1.045
7054,Santa Eulària des Riu,Internas,Inmigraciones,2130,2174,-2.0,1.021
7055,Santa Margalida,Internas,Inmigraciones,692,685,1.0,0.990
7056,Santa María del Camí,Internas,Inmigraciones,388,391,-0.8,1.008
7057,Santanyí,Internas,Inmigraciones,496,496,0.0,1.000
7058,Selva,Internas,Inmigraciones,310,314,-1.3,1.013
7059,"Salines, Ses",Internas,Inmigraciones,285,283,0.7,0.993
7060,Sineu,Internas,Inmigraciones,332,326,1.8,0.982
7061,Sóller,Internas,Inmigraciones,382,381,0.3,0.997
7062,Son Servera,Internas,Inmigraciones,450,452,-0.4,1.004
7063,Valldemossa,Internas,Inmigraciones,103,103,0.0,1.000
7064,"Castell, Es",Internas,Inmigraciones,580,584,-0.7,1.007
7065,Vilafranca de Bonany,Internas,Inmigraciones,239,237,0.8,0.992
7901,Ariany,Internas,Inmigraciones,59,58,1.7,0.983
7902,"Migjorn Gran, Es",Internas,Inmigraciones,101,101,0.0,1.000
8001,Abrera,Internas,Inmigraciones,583,585,-0.3,1.003
8002,Aguilar de Segarra,Internas,Inmigraciones,14,14,0.0,1.000
8003,Alella,Internas,Inmigraciones,647,650,-0.5,1.005
8004,Alpens,Internas,Inmigraciones,12,13,-7.7,1.083
8005,"Ametlla del Vallès, L'",Internas,Inmigraciones,609,617,-1.3,1.013
8006,Arenys de Mar,Internas,Inmigraciones,898,905,-0.8,1.008
8007,Arenys de Munt,Internas,Inmigraciones,462,467,-1.1,1.011
8008,Argençola,Internas,Inmigraciones,13,14,-7.1,1.077
8009,Argentona,Internas,Inmigraciones,669,675,-0.9,1.009
8010,Artés,Internas,Inmigraciones,283,290,-2.4,1.025
8011,Avià,Internas,Inmigraciones,140,140,0.0,1.000
8012,Avinyó,Internas,Inmigraciones,90,86,4.7,0.956
8013,Avinyonet del Penedès,Internas,Inmigraciones,101,102,-1.0,1.010
8014,Aiguafreda,Internas,Inmigraciones,156,161,-3.1,1.032
8015,Badalona,Internas,Inmigraciones,9469,9615,-1.5,1.015
8016,Bagà,Internas,Inmigraciones,114,117,-2.6,1.026
8017,Balenyà,Internas,Inmigraciones,200,202,-1.0,1.010
8018,Balsareny,Internas,Inmigraciones,120,122,-1.6,1.017
8019,Barcelona,Internas,Inmigraciones,48964,49569,-1.2,1.012
8020,Begues,Internas,Inmigraciones,377,379,-0.5,1.005
8021,Bellprat,Internas,Inmigraciones,2,2,0.0,1.000
8022,Berga,Internas,Inmigraciones,676,685,-1.3,1.013
8023,Bigues i Riells del Fai,Internas,Inmigraciones,697,699,-0.3,1.003
8024,Borredà,Internas,Inmigraciones,27,27,0.0,1.000
8025,"Bruc, El",Internas,Inmigraciones,146,147,-0.7,1.007
8026,"Brull, El",Internas,Inmigraciones,13,14,-7.1,1.077
8027,"Cabanyes, Les",Internas,Inmigraciones,26,28,-7.1,1.077
8028,Cabrera d'Anoia,Internas,Inmigraciones,158,164,-3.7,1.038
8029,Cabrera de Mar,Internas,Inmigraciones,350,349,0.3,0.997
8030,Cabrils,Internas,Inmigraciones,515,523,-1.5,1.016
8031,Calaf,Internas,Inmigraciones,148,153,-3.3,1.034
8032,Caldes d'Estrac,Internas,Inmigraciones,317,321,-1.2,1.013
8033,Caldes de Montbui,Internas,Inmigraciones,710,720,-1.4,1.014
8034,Calders,Internas,Inmigraciones,94,97,-3.1,1.032
8035,Calella,Internas,Inmigraciones,1169,1181,-1.0,1.010
8036,Calonge de Segarra,Internas,Inmigraciones,7,7,0.0,1.000
8037,Calldetenes,Internas,Inmigraciones,125,128,-2.3,1.024
8038,Callús,Internas,Inmigraciones,116,119,-2.5,1.026
8039,Campins,Internas,Inmigraciones,46,46,0.0,1.000
8040,Canet de Mar,Internas,Inmigraciones,765,755,1.3,0.987
8041,Canovelles,Internas,Inmigraciones,888,823,7.9,0.927
8042,Cànoves i Samalús,Internas,Inmigraciones,234,240,-2.5,1.026
8043,Canyelles,Internas,Inmigraciones,394,401,-1.7,1.018
8044,Capellades,Internas,Inmigraciones,265,264,0.4,0.996
8045,Capolat,Internas,Inmigraciones,6,6,0.0,1.000
8046,Cardedeu,Internas,Inmigraciones,963,936,2.9,0.972
8047,Cardona,Internas,Inmigraciones,134,133,0.8,0.993
8048,Carme,Internas,Inmigraciones,32,35,-8.6,1.094
8049,Casserres,Internas,Inmigraciones,76,78,-2.6,1.026
8050,Castellar del Riu,Internas,Inmigraciones,4,5,-20.0,1.250
8051,Castellar del Vallès,Internas,Inmigraciones,1028,1046,-1.7,1.018
8052,Castellar de n'Hug,Internas,Inmigraciones,16,16,0.0,1.000
8053,Castellbell i el Vilar,Internas,Inmigraciones,258,263,-1.9,1.019
8054,Castellbisbal,Internas,Inmigraciones,579,596,-2.9,1.029
8055,Castellcir,Internas,Inmigraciones,62,63,-1.6,1.016
8056,Castelldefels,Internas,Inmigraciones,3218,3244,-0.8,1.008
8057,Castell de l'Areny,Internas,Inmigraciones,4,4,0.0,1.000
8058,Castellet i la Gornal,Internas,Inmigraciones,242,248,-2.4,1.025
8059,Castellfollit del Boix,Internas,Inmigraciones,34,34,0.0,1.000
8060,Castellfollit de Riubregós,Internas,Inmigraciones,4,4,0.0,1.000
8061,Castellgalí,Internas,Inmigraciones,200,204,-2.0,1.020
8062,Castellnou de Bages,Internas,Inmigraciones,65,67,-3.0,1.031
8063,Castellolí,Internas,Inmigraciones,34,34,0.0,1.000
8064,Castellterçol,Internas,Inmigraciones,174,177,-1.7,1.017
8065,Castellví de la Marca,Internas,Inmigraciones,68,67,1.5,0.985
8066,Castellví de Rosanes,Internas,Inmigraciones,181,183,-1.1,1.011
