codigo,nombre,tipo,mov,EMCR,EVR,Dif_EVR,Factor_EVR
47078,Lomoviejo,Internas,Inmigraciones,5,5,0.0,1.000
47079,Llano de Olmedo,Internas,Inmigraciones,2,2,0.0,1.000
47080,Manzanillo,Internas,Inmigraciones,8,8,0.0,1.000
47081,Marzales,Internas,Inmigraciones,2,2,0.0,1.000
47082,Matapozuelos,Internas,Inmigraciones,45,44,2.3,0.978
47083,Matilla de los Caños,Internas,Inmigraciones,6,6,0.0,1.000
47084,Mayorga,Internas,Inmigraciones,70,69,1.4,0.986
47085,Medina del Campo,Internas,Inmigraciones,441,438,0.7,0.993
47086,Medina de Rioseco,Internas,Inmigraciones,105,103,1.9,0.981
47087,Megeces,Internas,Inmigraciones,11,11,0.0,1.000
47088,Melgar de Abajo,Internas,Inmigraciones,4,7,-42.9,1.750
47089,Melgar de Arriba,Internas,Inmigraciones,13,13,0.0,1.000
47090,Mojados,Internas,Inmigraciones,200,197,1.5,0.985
47091,Monasterio de Vega,Internas,Inmigraciones,6,6,0.0,1.000
47092,Montealegre de Campos,Internas,Inmigraciones,8,8,0.0,1.000
47093,Montemayor de Pililla,Internas,Inmigraciones,38,38,0.0,1.000
47094,Moral de la Reina,Internas,Inmigraciones,12,12,0.0,1.000
47095,Moraleja de las Panaderas,Internas,Inmigraciones,0,0,0.0,1.000
47096,Morales de Campos,Internas,Inmigraciones,2,2,0.0,1.000
47097,Mota del Marqués,Internas,Inmigraciones,3,3,0.0,1.000
47098,Mucientes,Internas,Inmigraciones,37,40,-7.5,1.081
47099,"Mudarra, La",Internas,Inmigraciones,15,16,-6.3,1.067
47100,Muriel,Internas,Inmigraciones,3,3,0.0,1.000
47101,Nava del Rey,Internas,Inmigraciones,48,49,-2.0,1.021
47102,Nueva Villa de las Torres,Internas,Inmigraciones,12,12,0.0,1.000
47103,Olivares de Duero,Internas,Inmigraciones,20,20,0.0,1.000
47104,Olmedo,Internas,Inmigraciones,126,125,0.8,0.992
47105,Olmos de Esgueva,Internas,Inmigraciones,7,7,0.0,1.000
47106,Olmos de Peñafiel,Internas,Inmigraciones,0,0,0.0,1.000
47109,Palazuelo de Vedija,Internas,Inmigraciones,8,8,0.0,1.000
47110,"Parrilla, La",Internas,Inmigraciones,18,19,-5.3,1.056
47111,"Pedraja de Portillo, La",Internas,Inmigraciones,32,32,0.0,1.000
47112,Pedrajas de San Esteban,Internas,Inmigraciones,115,118,-2.5,1.026
47113,Pedrosa del Rey,Internas,Inmigraciones,5,5,0.0,1.000
47114,Peñafiel,Internas,Inmigraciones,192,192,0.0,1.000
47115,Peñaflor de Hornija,Internas,Inmigraciones,13,14,-7.1,1.077
47116,Pesquera de Duero,Internas,Inmigraciones,12,12,0.0,1.000
47117,Piña de Esgueva,Internas,Inmigraciones,12,11,9.1,0.917
47118,Piñel de Abajo,Internas,Inmigraciones,4,4,0.0,1.000
47119,Piñel de Arriba,Internas,Inmigraciones,1,1,0.0,1.000
47121,Pollos,Internas,Inmigraciones,19,20,-5.0,1.053
47122,Portillo,Internas,Inmigraciones,79,79,0.0,1.000
47123,Pozal de Gallinas,Internas,Inmigraciones,27,24,12.5,0.889
47124,Pozaldez,Internas,Inmigraciones,33,30,10.0,0.909
47125,Pozuelo de la Orden,Internas,Inmigraciones,0,0,0.0,1.000
47126,Puras,Internas,Inmigraciones,3,3,0.0,1.000
47127,Quintanilla de Arriba,Internas,Inmigraciones,5,5,0.0,1.000
47128,Quintanilla del Molar,Internas,Inmigraciones,3,3,0.0,1.000
47129,Quintanilla de Onésimo,Internas,Inmigraciones,29,28,3.6,0.966
47130,Quintanilla de Trigueros,Internas,Inmigraciones,4,4,0.0,1.000
47131,Rábano,Internas,Inmigraciones,8,8,0.0,1.000
47132,Ramiro,Internas,Inmigraciones,1,1,0.0,1.000
47133,Renedo de Esgueva,Internas,Inmigraciones,165,172,-4.1,1.042
47134,Roales de Campos,Internas,Inmigraciones,16,16,0.0,1.000
47135,Robladillo,Internas,Inmigraciones,3,3,0.0,1.000
47137,Roturas,Internas,Inmigraciones,1,1,0.0,1.000
47138,Rubí de Bracamonte,Internas,Inmigraciones,8,9,-11.1,1.125
47139,Rueda,Internas,Inmigraciones,30,30,0.0,1.000
47140,Saelices de Mayorga,Internas,Inmigraciones,2,2,0.0,1.000
47141,Salvador de Zapardiel,Internas,Inmigraciones,4,4,0.0,1.000
47142,San Cebrián de Mazote,Internas,Inmigraciones,1,1,0.0,1.000
47143,San Llorente,Internas,Inmigraciones,1,1,0.0,1.000
47144,San Martín de Valvení,Internas,Inmigraciones,2,2,0.0,1.000
47145,San Miguel del Arroyo,Internas,Inmigraciones,13,12,8.3,0.923
47146,San Miguel del Pino,Internas,Inmigraciones,14,16,-12.5,1.143
47147,San Pablo de la Moraleja,Internas,Inmigraciones,3,3,0.0,1.000
47148,San Pedro de Latarce,Internas,Inmigraciones,3,3,0.0,1.000
47149,San Pelayo,Internas,Inmigraciones,3,3,0.0,1.000
47150,San Román de Hornija,Internas,Inmigraciones,14,14,0.0,1.000
47151,San Salvador,Internas,Inmigraciones,0,0,0.0,1.000
47152,Santa Eufemia del Arroyo,Internas,Inmigraciones,4,4,0.0,1.000
47153,Santervás de Campos,Internas,Inmigraciones,1,1,0.0,1.000
47154,Santibáñez de Valcorba,Internas,Inmigraciones,12,12,0.0,1.000
47155,Santovenia de Pisuerga,Internas,Inmigraciones,253,253,0.0,1.000
47156,San Vicente del Palacio,Internas,Inmigraciones,8,1,700.0,0.125
47157,Sardón de Duero,Internas,Inmigraciones,41,41,0.0,1.000
47158,"Seca, La",Internas,Inmigraciones,46,45,2.2,0.978
47159,Serrada,Internas,Inmigraciones,37,35,5.7,0.946
47160,Siete Iglesias de Trabancos,Internas,Inmigraciones,14,13,7.7,0.929
47161,Simancas,Internas,Inmigraciones,302,309,-2.3,1.023
47162,Tamariz de Campos,Internas,Inmigraciones,3,3,0.0,1.000
47163,Tiedra,Internas,Inmigraciones,11,11,0.0,1.000
47164,Tordehumos,Internas,Inmigraciones,20,9,122.2,0.450
47165,Tordesillas,Internas,Inmigraciones,199,205,-2.9,1.030
47166,Torrecilla de la Abadesa,Internas,Inmigraciones,7,7,0.0,1.000
47167,Torrecilla de la Orden,Internas,Inmigraciones,7,7,0.0,1.000
47168,Torrecilla de la Torre,Internas,Inmigraciones,0,0,0.0,1.000
47169,Torre de Esgueva,Internas,Inmigraciones,0,0,0.0,1.000
47170,Torre de Peñafiel,Internas,Inmigraciones,7,7,0.0,1.000
47171,Torrelobatón,Internas,Inmigraciones,19,19,0.0,1.000
47172,Torrescárcela,Internas,Inmigraciones,2,2,0.0,1.000
47173,Traspinedo,Internas,Inmigraciones,101,102,-1.0,1.010
47174,Trigueros del Valle,Internas,Inmigraciones,16,17,-5.9,1.063
47175,Tudela de Duero,Internas,Inmigraciones,344,346,-0.6,1.006
47176,"Unión de Campos, La",Internas,Inmigraciones,18,18,0.0,1.000
47177,Urones de Castroponce,Internas,Inmigraciones,2,2,0.0,1.000
47178,Urueña,Internas,Inmigraciones,18,18,0.0,1.000
47179,Valbuena de Duero,Internas,Inmigraciones,5,5,0.0,1.000
47180,Valdearcos de la Vega,Internas,Inmigraciones,0,0,0.0,1.000
47181,Valdenebro de los Valles,Internas,Inmigraciones,6,6,0.0,1.000
47182,Valdestillas,Internas,Inmigraciones,44,46,-4.3,1.045
47183,Valdunquillo,Internas,Inmigraciones,4,4,0.0,1.000
47184,Valoria la Buena,Internas,Inmigraciones,37,31,19.4,0.838
47185,Valverde de Campos,Internas,Inmigraciones,2,0,,0.000
47186,Valladolid,Internas,Inmigraciones,6649,6722,-1.1,1.011
47187,Vega de Ruiponce,Internas,Inmigraciones,5,5,0.0,1.000
47188,Vega de Valdetronco,Internas,Inmigraciones,3,3,0.0,1.000
47189,Velascálvaro,Internas,Inmigraciones,1,1,0.0,1.000
47190,Velilla,Internas,Inmigraciones,0,0,0.0,1.000
47191,Velliza,Internas,Inmigraciones,7,7,0.0,1.000
47192,Ventosa de la Cuesta,Internas,Inmigraciones,3,3,0.0,1.000
47193,Viana de Cega,Internas,Inmigraciones,90,93,-3.2,1.033
47194,Viloria,Internas,Inmigraciones,14,14,0.0,1.000
47195,Villabáñez,Internas,Inmigraciones,28,28,0.0,1.000
47196,Villabaruz de Campos,Internas,Inmigraciones,2,2,0.0,1.000
47197,Villabrágima,Internas,Inmigraciones,44,46,-4.3,1.045
47198,Villacarralón,Internas,Inmigraciones,4,4,0.0,1.000
47199,Villacid de Campos,Internas,Inmigraciones,10,10,0.0,1.000
47200,Villaco,Internas,Inmigraciones,1,1,0.0,1.000
47203,Villafrades de Campos,Internas,Inmigraciones,5,5,0.0,1.000
47204,Villafranca de Duero,Internas,Inmigraciones,3,3,0.0,1.000
47205,Villafrechós,Internas,Inmigraciones,31,26,19.2,0.839
47206,Villafuerte,Internas,Inmigraciones,3,3,0.0,1.000
47207,Villagarcía de Campos,Internas,Inmigraciones,18,18,0.0,1.000
47208,Villagómez la Nueva,Internas,Inmigraciones,3,3,0.0,1.000
47209,Villalán de Campos,Internas,Inmigraciones,5,5,0.0,1.000
47210,Villalar de los Comuneros,Internas,Inmigraciones,30,30,0.0,1.000
47211,Villalba de la Loma,Internas,Inmigraciones,15,15,0.0,1.000
47212,Villalba de los Alcores,Internas,Inmigraciones,20,21,-4.8,1.050
47213,Villalbarba,Internas,Inmigraciones,3,3,0.0,1.000
47214,Villalón de Campos,Internas,Inmigraciones,53,53,0.0,1.000
47215,Villamuriel de Campos,Internas,Inmigraciones,5,0,,0.000
47216,Villán de Tordesillas,Internas,Inmigraciones,7,7,0.0,1.000
47217,Villanubla,Internas,Inmigraciones,167,167,0.0,1.000
47218,Villanueva de Duero,Internas,Inmigraciones,65,63,3.2,0.969
47219,Villanueva de la Condesa,Internas,Inmigraciones,3,4,-25.0,1.333
47220,Villanueva de los Caballeros,Internas,Inmigraciones,3,3,0.0,1.000
47221,Villanueva de los Infantes,Internas,Inmigraciones,0,0,0.0,1.000
47222,Villanueva de San Mancio,Internas,Inmigraciones,6,6,0.0,1.000
47223,Villardefrades,Internas,Inmigraciones,6,6,0.0,1.000
47224,Villarmentero de Esgueva,Internas,Inmigraciones,6,6,0.0,1.000
47225,Villasexmir,Internas,Inmigraciones,3,3,0.0,1.000
47226,Villavaquerín,Internas,Inmigraciones,7,7,0.0,1.000
47227,Villavellid,Internas,Inmigraciones,0,0,0.0,1.000
47228,Villaverde de Medina,Internas,Inmigraciones,30,28,7.1,0.933
47229,Villavicencio de los Caballeros,Internas,Inmigraciones,17,17,0.0,1.000
47230,Wamba,Internas,Inmigraciones,11,11,0.0,1.000
47231,Zaratán,Internas,Inmigraciones,300,299,0.3,0.997
47232,"Zarza, La",Internas,Inmigraciones,0,6,-100.0,
48001,Abadiño,Internas,Inmigraciones,315,313,0.6,0.994
48002,Abanto y Ciérvana-Abanto Zierbena,Internas,Inmigraciones,350,357,-2.0,1.020
48003,Amorebieta-Etxano,Internas,Inmigraciones,545,549,-0.7,1.007
48004,Amoroto,Internas,Inmigraciones,8,8,0.0,1.000
48005,Arakaldo,Internas,Inmigraciones,10,10,0.0,1.000
48006,Arantzazu,Internas,Inmigraciones,29,30,-3.3,1.034
48007,Munitibar-Arbatzegi Gerrikaitz,Internas,Inmigraciones,21,21,0.0,1.000
48008,Artzentales,Internas,Inmigraciones,58,55,5.5,0.948
48009,Arrankudiaga-Zollo,Internas,Inmigraciones,68,70,-2.9,1.029
48010,Arrieta,Internas,Inmigraciones,30,31,-3.2,1.033
48011,Arrigorriaga,Internas,Inmigraciones,379,378,0.3,0.997
48012,Bakio,Internas,Inmigraciones,176,169,4.1,0.960
48013,Barakaldo,Internas,Inmigraciones,3569,3598,-0.8,1.008
48014,Barrika,Internas,Inmigraciones,91,89,2.2,0.978
48015,Basauri,Internas,Inmigraciones,1235,1236,-0.1,1.001
48016,Berango,Internas,Inmigraciones,437,433,0.9,0.991
48017,Bermeo,Internas,Inmigraciones,395,402,-1.7,1.018
48018,Berriatua,Internas,Inmigraciones,56,56,0.0,1.000
48019,Berriz,Internas,Inmigraciones,170,161,5.6,0.947
48020,Bilbao,Internas,Inmigraciones,10378,10535,-1.5,1.015
48021,Busturia,Internas,Inmigraciones,111,110,0.9,0.991
48022,Karrantza Harana/Valle de Carranza,Internas,Inmigraciones,142,140,1.4,0.986
48023,Artea,Internas,Inmigraciones,37,40,-7.5,1.081
48024,Zeanuri,Internas,Inmigraciones,56,56,0.0,1.000
48025,Zeberio,Internas,Inmigraciones,68,67,1.5,0.985
48026,Dima,Internas,Inmigraciones,54,53,1.9,0.981
48027,Durango,Internas,Inmigraciones,815,808,0.9,0.991
48028,Ea,Internas,Inmigraciones,45,45,0.0,1.000
48029,Etxebarri,Internas,Inmigraciones,462,462,0.0,1.000
48030,Etxebarria,Internas,Inmigraciones,23,26,-11.5,1.130
48031,Elantxobe,Internas,Inmigraciones,19,19,0.0,1.000
48032,Elorrio,Internas,Inmigraciones,189,191,-1.0,1.011
48033,Ereño,Internas,Inmigraciones,8,8,0.0,1.000
48034,Ermua,Internas,Inmigraciones,315,316,-0.3,1.003
48035,Fruiz,Internas,Inmigraciones,28,28,0.0,1.000
48036,Galdakao,Internas,Inmigraciones,806,808,-0.2,1.002
48037,Galdames,Internas,Inmigraciones,43,41,4.9,0.953
48038,Gamiz-Fika,Internas,Inmigraciones,57,58,-1.7,1.018
48039,Garai,Internas,Inmigraciones,16,15,6.7,0.938
48040,Gatika,Internas,Inmigraciones,58,57,1.8,0.983
48041,Gautegiz Arteaga,Internas,Inmigraciones,60,60,0.0,1.000
48042,Gordexola,Internas,Inmigraciones,71,69,2.9,0.972
48043,Gorliz,Internas,Inmigraciones,323,318,1.6,0.985
48044,Getxo,Internas,Inmigraciones,2539,2559,-0.8,1.008
48045,Güeñes,Internas,Inmigraciones,297,300,-1.0,1.010
48046,Gernika-Lumo,Internas,Inmigraciones,397,399,-0.5,1.005
48047,Gizaburuaga,Internas,Inmigraciones,10,10,0.0,1.000
48048,Ibarrangelu,Internas,Inmigraciones,54,54,0.0,1.000
48049,Ispaster,Internas,Inmigraciones,26,25,4.0,0.962
48050,Izurtza,Internas,Inmigraciones,8,8,0.0,1.000
48051,Lanestosa,Internas,Inmigraciones,13,13,0.0,1.000
48052,Larrabetzu,Internas,Inmigraciones,71,73,-2.7,1.028
48053,Laukiz,Internas,Inmigraciones,87,91,-4.4,1.046
48054,Leioa,Internas,Inmigraciones,1342,1334,0.6,0.994
48055,Lemoa,Internas,Inmigraciones,220,226,-2.7,1.027
48056,Lemoiz,Internas,Inmigraciones,86,88,-2.3,1.023
48057,Lekeitio,Internas,Inmigraciones,169,169,0.0,1.000
48058,Mallabia,Internas,Inmigraciones,51,46,10.9,0.902
48059,Mañaria,Internas,Inmigraciones,28,26,7.7,0.929
48060,Markina-Xemein,Internas,Inmigraciones,134,130,3.1,0.970
48061,Maruri-Jatabe,Internas,Inmigraciones,70,69,1.4,0.986
48062,Mendata,Internas,Inmigraciones,18,17,5.9,0.944
48063,Mendexa,Internas,Inmigraciones,30,30,0.0,1.000
48064,Meñaka,Internas,Inmigraciones,32,33,-3.0,1.031
48065,Ugao-Miraballes,Internas,Inmigraciones,163,162,0.6,0.994
48066,Morga,Internas,Inmigraciones,25,26,-3.8,1.040
48067,Muxika,Internas,Inmigraciones,90,87,3.4,0.967
48068,Mundaka,Internas,Inmigraciones,90,93,-3.2,1.033
48069,Mungia,Internas,Inmigraciones,655,652,0.5,0.995
48070,Aulesti,Internas,Inmigraciones,24,22,9.1,0.917
48071,Muskiz,Internas,Inmigraciones,273,273,0.0,1.000
48072,Otxandio,Internas,Inmigraciones,50,50,0.0,1.000
48073,Ondarroa,Internas,Inmigraciones,154,153,0.7,0.994
48074,Urduña/Orduña,Internas,Inmigraciones,165,166,-0.6,1.006
48075,Orozko,Internas,Inmigraciones,109,110,-0.9,1.009
48076,Sukarrieta,Internas,Inmigraciones,47,46,2.2,0.979
48077,Plentzia,Internas,Inmigraciones,253,252,0.4,0.996
48078,Portugalete,Internas,Inmigraciones,1441,1433,0.6,0.994
48079,Errigoiti,Internas,Inmigraciones,42,42,0.0,1.000
48080,Valle de Trápaga-Trapagaran,Internas,Inmigraciones,470,464,1.3,0.987
48081,Lezama,Internas,Inmigraciones,133,133,0.0,1.000
48082,Santurtzi,Internas,Inmigraciones,1504,1502,0.1,0.999
48083,Ortuella,Internas,Inmigraciones,438,446,-1.8,1.018
48084,Sestao,Internas,Inmigraciones,1451,1457,-0.4,1.004
48085,Sopela,Internas,Inmigraciones,917,928,-1.2,1.012
48086,Sopuerta,Internas,Inmigraciones,185,187,-1.1,1.011
48087,Trucios-Turtzioz,Internas,Inmigraciones,32,33,-3.0,1.031
48088,Ubide,Internas,Inmigraciones,5,6,-16.7,1.200
48089,Urduliz,Internas,Inmigraciones,464,464,0.0,1.000
48090,Balmaseda,Internas,Inmigraciones,373,370,0.8,0.992
48091,Atxondo,Internas,Inmigraciones,56,56,0.0,1.000
48092,Bedia,Internas,Inmigraciones,98,99,-1.0,1.010
48093,Areatza,Internas,Inmigraciones,50,49,2.0,0.980
48094,Igorre,Internas,Inmigraciones,186,189,-1.6,1.016
48095,Zaldibar,Internas,Inmigraciones,113,110,2.7,0.973
48096,Zalla,Internas,Inmigraciones,284,285,-0.4,1.004
48097,Zaratamo,Internas,Inmigraciones,77,76,1.3,0.987
48901,Derio,Internas,Inmigraciones,249,248,0.4,0.996
48902,Erandio,Internas,Inmigraciones,1050,1066,-1.5,1.015
48903,Loiu,Internas,Inmigraciones,172,169,1.8,0.983
48904,Sondika,Internas,Inmigraciones,245,248,-1.2,1.012
48905,Zamudio,Internas,Inmigraciones,148,147,0.7,0.993
48906,Forua,Internas,Inmigraciones,45,44,2.3,0.978
48907,Kortezubi,Internas,Inmigraciones,18,16,12.5,0.889
48908,Murueta,Internas,Inmigraciones,13,14,-7.1,1.077
48909,Nabarniz,Internas,Inmigraciones,6,6,0.0,1.000
48910,Iurreta,Internas,Inmigraciones,211,204,3.4,0.967
48911,Ajangiz,Internas,Inmigraciones,14,14,0.0,1.000
48912,Alonsotegi,Internas,Inmigraciones,149,148,0.7,0.993
48913,Zierbena,Internas,Inmigraciones,78,76,2.6,0.974
48914,Arratzu,Internas,Inmigraciones,24,24,0.0,1.000
48915,Ziortza-Bolibar,Internas,Inmigraciones,8,8,0.0,1.000
49002,Abezames,Internas,Inmigraciones,6,6,0.0,1.000
49003,Alcañices,Internas,Inmigraciones,26,26,0.0,1.000
49004,Alcubilla de Nogales,Internas,Inmigraciones,8,8,0.0,1.000
49005,Alfaraz de Sayago,Internas,Inmigraciones,4,4,0.0,1.000
49006,Algodre,Internas,Inmigraciones,1,1,0.0,1.000
49007,Almaraz de Duero,Internas,Inmigraciones,7,7,0.0,1.000
49008,Almeida de Sayago,Internas,Inmigraciones,21,21,0.0,1.000
49009,Andavías,Internas,Inmigraciones,9,8,12.5,0.889
49010,Arcenillas,Internas,Inmigraciones,24,24,0.0,1.000
49011,Arcos de la Polvorosa,Internas,Inmigraciones,8,8,0.0,1.000
49012,Argañín,Internas,Inmigraciones,9,9,0.0,1.000
49013,Argujillo,Internas,Inmigraciones,5,5,0.0,1.000
49014,Arquillinos,Internas,Inmigraciones,1,1,0.0,1.000
49015,Arrabalde,Internas,Inmigraciones,7,7,0.0,1.000
49016,Aspariegos,Internas,Inmigraciones,9,9,0.0,1.000
49017,Asturianos,Internas,Inmigraciones,23,23,0.0,1.000
49018,Ayoó de Vidriales,Internas,Inmigraciones,8,8,0.0,1.000
49019,Barcial del Barco,Internas,Inmigraciones,6,6,0.0,1.000
49020,Belver de los Montes,Internas,Inmigraciones,8,7,14.3,0.875
49021,Benavente,Internas,Inmigraciones,453,456,-0.7,1.007
49022,Benegiles,Internas,Inmigraciones,5,5,0.0,1.000
49023,Bermillo de Sayago,Internas,Inmigraciones,37,37,0.0,1.000
49024,"Bóveda de Toro, La",Internas,Inmigraciones,27,26,3.8,0.963
49025,Bretó,Internas,Inmigraciones,3,3,0.0,1.000
49026,Bretocino,Internas,Inmigraciones,6,6,0.0,1.000
49027,Brime de Sog,Internas,Inmigraciones,2,2,0.0,1.000
49028,Brime de Urz,Internas,Inmigraciones,9,9,0.0,1.000
49029,Burganes de Valverde,Internas,Inmigraciones,11,11,0.0,1.000
49030,Bustillo del Oro,Internas,Inmigraciones,9,9,0.0,1.000
49031,Cabañas de Sayago,Internas,Inmigraciones,5,4,25.0,0.800
49032,Calzadilla de Tera,Internas,Inmigraciones,19,16,18.8,0.842
49033,Camarzana de Tera,Internas,Inmigraciones,34,31,9.7,0.912
49034,Cañizal,Internas,Inmigraciones,7,7,0.0,1.000
49035,Cañizo,Internas,Inmigraciones,11,11,0.0,1.000
49036,Carbajales de Alba,Internas,Inmigraciones,16,19,-15.8,1.188
49037,Carbellino,Internas,Inmigraciones,8,8,0.0,1.000
49038,Casaseca de Campeán,Internas,Inmigraciones,6,6,0.0,1.000
49039,Casaseca de las Chanas,Internas,Inmigraciones,18,18,0.0,1.000
49040,Castrillo de la Guareña,Internas,Inmigraciones,5,5,0.0,1.000
49041,Castrogonzalo,Internas,Inmigraciones,8,9,-11.1,1.125
49042,Castronuevo,Internas,Inmigraciones,2,2,0.0,1.000
49043,Castroverde de Campos,Internas,Inmigraciones,13,15,-13.3,1.154
49044,Cazurra,Internas,Inmigraciones,2,2,0.0,1.000
49046,Cerecinos de Campos,Internas,Inmigraciones,4,4,0.0,1.000
49047,Cerecinos del Carrizal,Internas,Inmigraciones,0,1,-100.0,
49048,Cernadilla,Internas,Inmigraciones,8,8,0.0,1.000
49050,Cobreros,Internas,Inmigraciones,33,34,-2.9,1.030
49052,Coomonte,Internas,Inmigraciones,7,7,0.0,1.000
49053,Coreses,Internas,Inmigraciones,32,32,0.0,1.000
49054,Corrales del Vino,Internas,Inmigraciones,61,62,-1.6,1.016
49055,Cotanes del Monte,Internas,Inmigraciones,7,7,0.0,1.000
49056,Cubillos,Internas,Inmigraciones,9,9,0.0,1.000
49057,Cubo de Benavente,Internas,Inmigraciones,6,6,0.0,1.000
49058,"Cubo de Tierra del Vino, El",Internas,Inmigraciones,15,15,0.0,1.000
49059,Cuelgamures,Internas,Inmigraciones,2,2,0.0,1.000
49061,Entrala,Internas,Inmigraciones,0,0,0.0,1.000
49062,Espadañedo,Internas,Inmigraciones,10,12,-16.7,1.200
49063,Faramontanos de Tábara,Internas,Inmigraciones,10,10,0.0,1.000
49064,Fariza,Internas,Inmigraciones,22,20,10.0,0.909
49065,Fermoselle,Internas,Inmigraciones,44,45,-2.2,1.023
49066,Ferreras de Abajo,Internas,Inmigraciones,19,19,0.0,1.000
49067,Ferreras de Arriba,Internas,Inmigraciones,19,19,0.0,1.000
49068,Ferreruela,Internas,Inmigraciones,13,13,0.0,1.000
49069,Figueruela de Arriba,Internas,Inmigraciones,12,0,,0.000
49071,Fonfría,Internas,Inmigraciones,0,37,-100.0,
49075,Fresno de la Polvorosa,Internas,Inmigraciones,1,1,0.0,1.000
49076,Fresno de la Ribera,Internas,Inmigraciones,11,12,-8.3,1.091
49077,Fresno de Sayago,Internas,Inmigraciones,2,2,0.0,1.000
49078,Friera de Valverde,Internas,Inmigraciones,2,2,0.0,1.000
49079,Fuente Encalada,Internas,Inmigraciones,3,3,0.0,1.000
49080,Fuentelapeña,Internas,Inmigraciones,7,8,-12.5,1.143
49081,Fuentesaúco,Internas,Inmigraciones,53,54,-1.9,1.019
49082,Fuentes de Ropel,Internas,Inmigraciones,13,12,8.3,0.923
49083,Fuentesecas,Internas,Inmigraciones,10,10,0.0,1.000
49084,Fuentespreadas,Internas,Inmigraciones,17,17,0.0,1.000
49085,Galende,Internas,Inmigraciones,48,42,14.3,0.875
49086,Gallegos del Pan,Internas,Inmigraciones,0,0,0.0,1.000
49087,Gallegos del Río,Internas,Inmigraciones,12,12,0.0,1.000
49088,Gamones,Internas,Inmigraciones,2,2,0.0,1.000
49090,Gema,Internas,Inmigraciones,6,6,0.0,1.000
49091,Granja de Moreruela,Internas,Inmigraciones,6,6,0.0,1.000
49092,Granucillo,Internas,Inmigraciones,6,6,0.0,1.000
49093,Guarrate,Internas,Inmigraciones,7,6,16.7,0.857
49094,Hermisende,Internas,Inmigraciones,38,38,0.0,1.000
49095,"Hiniesta, La",Internas,Inmigraciones,11,11,0.0,1.000
49096,Jambrina,Internas,Inmigraciones,6,8,-25.0,1.333
49097,Justel,Internas,Inmigraciones,5,5,0.0,1.000
49098,Losacino,Internas,Inmigraciones,6,6,0.0,1.000
49099,Losacio,Internas,Inmigraciones,2,2,0.0,1.000
49100,Lubián,Internas,Inmigraciones,12,11,9.1,0.917
49101,Luelmo,Internas,Inmigraciones,20,19,5.3,0.950
49102,"Maderal, El",Internas,Inmigraciones,8,9,-11.1,1.125
49103,Madridanos,Internas,Inmigraciones,18,19,-5.3,1.056
49104,Mahide,Internas,Inmigraciones,7,7,0.0,1.000
49105,Maire de Castroponce,Internas,Inmigraciones,3,3,0.0,1.000
49107,Malva,Internas,Inmigraciones,3,3,0.0,1.000
49108,Manganeses de la Lampreana,Internas,Inmigraciones,25,24,4.2,0.960
49109,Manganeses de la Polvorosa,Internas,Inmigraciones,15,15,0.0,1.000
49110,Manzanal de Arriba,Internas,Inmigraciones,18,18,0.0,1.000
49111,Manzanal del Barco,Internas,Inmigraciones,5,6,-16.7,1.200
49112,Manzanal de los Infantes,Internas,Inmigraciones,11,13,-15.4,1.182
49113,Matilla de Arzón,Internas,Inmigraciones,3,3,0.0,1.000
49114,Matilla la Seca,Internas,Inmigraciones,0,0,0.0,1.000
49115,Mayalde,Internas,Inmigraciones,7,7,0.0,1.000
49116,Melgar de Tera,Internas,Inmigraciones,14,15,-6.7,1.071
49117,Micereces de Tera,Internas,Inmigraciones,10,10,0.0,1.000
49118,Milles de la Polvorosa,Internas,Inmigraciones,4,4,0.0,1.000
49119,Molacillos,Internas,Inmigraciones,13,13,0.0,1.000
49120,Molezuelas de la Carballeda,Internas,Inmigraciones,4,4,0.0,1.000
49121,Mombuey,Internas,Inmigraciones,13,13,0.0,1.000
49122,Monfarracinos,Internas,Inmigraciones,43,43,0.0,1.000
49123,Montamarta,Internas,Inmigraciones,11,11,0.0,1.000
49124,Moral de Sayago,Internas,Inmigraciones,7,7,0.0,1.000
49125,Moraleja del Vino,Internas,Inmigraciones,71,73,-2.7,1.028
49126,Moraleja de Sayago,Internas,Inmigraciones,21,21,0.0,1.000
49127,Morales del Vino,Internas,Inmigraciones,116,120,-3.3,1.034
49128,Morales de Rey,Internas,Inmigraciones,8,8,0.0,1.000
49129,Morales de Toro,Internas,Inmigraciones,31,34,-8.8,1.097
49130,Morales de Valverde,Internas,Inmigraciones,12,12,0.0,1.000
49131,Moralina,Internas,Inmigraciones,3,3,0.0,1.000
49132,Moreruela de los Infanzones,Internas,Inmigraciones,5,5,0.0,1.000
49133,Moreruela de Tábara,Internas,Inmigraciones,11,11,0.0,1.000
49134,Muelas de los Caballeros,Internas,Inmigraciones,14,14,0.0,1.000
49135,Muelas del Pan,Internas,Inmigraciones,15,14,7.1,0.933
49136,Muga de Sayago,Internas,Inmigraciones,5,5,0.0,1.000
49137,Navianos de Valverde,Internas,Inmigraciones,7,7,0.0,1.000
49138,Olmillos de Castro,Internas,Inmigraciones,6,7,-14.3,1.167
49139,Otero de Bodas,Internas,Inmigraciones,7,8,-12.5,1.143
49141,Pajares de la Lampreana,Internas,Inmigraciones,7,6,16.7,0.857
49142,Palacios del Pan,Internas,Inmigraciones,12,12,0.0,1.000
49143,Palacios de Sanabria,Internas,Inmigraciones,29,29,0.0,1.000
